JUDUL,KATEGORI,tokens,stemmed
tinggal tunggu waktu gigi copot bakal bisa tumbuh lagi dengan teknologi,Teknologi,"['tinggal', 'tunggu', 'gigi', 'copot', 'tumbuh', 'teknologi']",tinggal tunggu gigi copot tumbuh teknologi
dua ceo paling cerdas menurut elon musk siapa,Teknologi,"['ceo', 'cerdas', 'elon', 'musk']",ceo cerdas elon musk
ramalan bill gates ai akan menggantikan sebagian besar pekerjaan,Teknologi,"['ramalan', 'bill', 'gates', 'ai', 'menggantikan', 'pekerjaan']",ramal bill gates ai ganti kerja
negara mana penghasil lulusan stem terbanyak dunia ada indonesia,Teknologi,"['negara', 'penghasil', 'lulusan', 'stem', 'dunia', 'indonesia']",negara hasil lulus stem dunia indonesia
bukan cuma pembangunan ini tantang lain dari proyek ikn,Teknologi,"['pembangunan', 'tantang', 'proyek', 'ikn']",bangun tantang proyek ikn
pengembangan teknologi harus diperkuat nilai kehidupan sosial untuk cegah dehumanisasi,Teknologi,"['pengembangan', 'teknologi', 'diperkuat', 'nilai', 'kehidupan', 'sosial', 'cegah', 'dehumanisasi']",kembang teknologi kuat nilai hidup sosial cegah dehumanisasi
elon musk ungkap biang kerok x down ada serangan siber,Teknologi,"['elon', 'musk', 'biang', 'kerok', 'x', 'down', 'serangan', 'siber']",elon musk biang kerok x down serang siber
video melihat cl komputer biologis pertama yang beroperasi di sel manusia,Teknologi,"['video', 'cl', 'komputer', 'biologis', 'beroperasi', 'sel', 'manusia']",video cl komputer biologis operasi sel manusia
international womens day  google doodle soroti peran perempuan di stem,Teknologi,"['international', 'womens', 'day', 'google', 'doodle', 'soroti', 'peran', 'perempuan', 'stem']",international womens day google doodle sorot peran perempuan stem
iphone  series yang akhirnya kantongi tkdn,Teknologi,"['iphone', 'series', 'kantongi', 'tkdn']",iphone series kantong tkdn
telkomsel iot fleetsense ai raih penghargaan asian telecom awards ,Teknologi,"['telkomsel', 'iot', 'fleetsense', 'ai', 'raih', 'penghargaan', 'asian', 'telecom', 'awards']",telkomsel iot fleetsense ai raih harga asi telecom awards
memahami ai dalam literasi motivasi menyegarkan,Teknologi,"['memahami', 'ai', 'literasi', 'motivasi', 'menyegarkan']",paham ai literasi motivasi segar
lampu hijau pemerintah untuk apple boyong iphone  ke indonesia,Teknologi,"['lampu', 'hijau', 'pemerintah', 'apple', 'boyong', 'iphone', 'indonesia']",lampu hijau perintah apple boyong iphone indonesia
video inovasi robot humanoid dari china,Teknologi,"['video', 'inovasi', 'robot', 'humanoid', 'china']",video inovasi robot humanoid china
sains makin kurang diminati siswa ri pakar ugm sebut penyebabnya karena ini,Teknologi,"['sains', 'diminati', 'siswa', 'ri', 'pakar', 'ugm', 'penyebabnya']",sains mati siswa ri pakar ugm sebab
pengertian ict dan fungsi utamanya di berbagai bidang,Teknologi,"['pengertian', 'ict', 'fungsi', 'utamanya', 'bidang']",erti ict fungsi utama bidang
iphone e resmi diperkenalkan dipastikan masuk indonesia,Teknologi,"['iphone', 'e', 'resmi', 'diperkenalkan', 'masuk', 'indonesia']",iphone e resmi kenal masuk indonesia
apa itu nanoteknologi kepakaran mendikti baru prof brian yuliarto,Teknologi,"['nanoteknologi', 'kepakaran', 'mendikti', 'prof', 'brian', 'yuliarto']",nanoteknologi pakar mendikti prof brian yuliarto
profil brian yuliarto mendikti baru pengganti satryo brodjonegoro,Teknologi,"['profil', 'brian', 'yuliarto', 'mendikti', 'pengganti', 'satryo', 'brodjonegoro']",profil brian yuliarto mendikti ganti satryo brodjonegoro
video fokus ditjen saintek tingkatkan literasi sains dan teknologi di ri,Teknologi,"['video', 'fokus', 'ditjen', 'saintek', 'tingkatkan', 'literasi', 'sains', 'teknologi', 'ri']",video fokus ditjen saintek tingkat literasi sains teknologi ri
minat ke mipa turun sampai berujung prodi tutup kemdikti ambil langkah ini,Teknologi,"['minat', 'mipa', 'turun', 'berujung', 'prodi', 'tutup', 'kemdikti', 'ambil', 'langkah']",minat mipa turun ujung prodi tutup kemdikti ambil langkah
 pekerjaan ini diprediksi bakal menjanjikan di masa depan dari lulusan apa,Teknologi,"['pekerjaan', 'diprediksi', 'menjanjikan', 'lulusan']",kerja prediksi janji lulus
video fitur lapor cuaca buruk bakal ditambahkan di google maps,Teknologi,"['video', 'fitur', 'lapor', 'cuaca', 'buruk', 'google', 'maps']",video fitur lapor cuaca buruk google maps
brin kembangkan teknologi radiasi untuk atasi limbah plastik,Teknologi,"['brin', 'kembangkan', 'teknologi', 'radiasi', 'atasi', 'limbah', 'plastik']",brin kembang teknologi radiasi atas limbah plastik
bank mandiri buka national camp ada peluang magang dengan uang saku,Teknologi,"['bank', 'mandiri', 'buka', 'national', 'camp', 'peluang', 'magang', 'uang', 'saku']",bank mandiri buka national camp peluang magang uang saku
video google search mulai ditinggalkan banyak beralih ke chatgpttiktok,Teknologi,"['video', 'google', 'search', 'ditinggalkan', 'beralih', 'chatgpttiktok']",video google search tinggal alih chatgpttiktok
bulan sutena tegaskan video syur miripnya buatan ai,Teknologi,"['sutena', 'tegaskan', 'video', 'syur', 'miripnya', 'buatan', 'ai']",sutena tegas video syur mirip buat ai
kisah engineer china yang jadi matamata di google,Teknologi,"['kisah', 'engineer', 'china', 'matamata', 'google']",kisah engineer china matamata google
sam altman tidak berencana gugat deepseek apa alasannya,Teknologi,"['sam', 'altman', 'berencana', 'gugat', 'deepseek', 'alasannya']",sam altman rencana gugat deepseek alas
infografis coding  ai bakal jadi mata pelajaran pilihan tahun ajaran ,Teknologi,"['infografis', 'coding', 'ai', 'mata', 'pelajaran', 'pilihan', 'ajaran']",infografis coding ai mata ajar pilih ajar
deepseek bisa jadi berkah buat apple di china kenapa,Teknologi,"['deepseek', 'berkah', 'apple', 'china']",deepseek berkah apple china
pegawai nasa dilarang gunakan ai deepseek ternyata ini alasannya,Teknologi,"['pegawai', 'nasa', 'dilarang', 'ai', 'deepseek', 'alasannya']",pegawai nasa larang ai deepseek alas
fix coding dan ai jadi mata pelajaran pilihan mulai tahun ajaran ,Teknologi,"['fix', 'coding', 'ai', 'mata', 'pelajaran', 'pilihan', 'ajaran']",fix coding ai mata ajar pilih ajar
perjuangan awal fahmi review gadget sampai jual hot toys,Teknologi,"['perjuangan', 'fahmi', 'review', 'gadget', 'jual', 'hot', 'toys']",juang fahmi review gadget jual hot toys
video pujian donald trump untuk ai deepseek buatan china,Teknologi,"['video', 'pujian', 'donald', 'trump', 'ai', 'deepseek', 'buatan', 'china']",video puji donald trump ai deepseek buat china
masyarakat baduy luar tidak anti teknologi tapi punya batasan,Teknologi,"['masyarakat', 'baduy', 'anti', 'teknologi', 'batasan']",masyarakat baduy anti teknologi batas
china bangun jembatan tertinggi di dunia saingi golden gate,Teknologi,"['china', 'bangun', 'jembatan', 'tertinggi', 'dunia', 'saingi', 'golden', 'gate']",china bangun jembatan tinggi dunia saing golden gate
 alasan orang tidak pakai ai salah satunya karena ngerasa kudet,Teknologi,"['alasan', 'orang', 'pakai', 'ai', 'salah', 'satunya', 'ngerasa', 'kudet']",alas orang pakai ai salah satu ngerasa kudet
video rencana openai bangun pusat data ai gelontorkan usd  miliar,Teknologi,"['video', 'rencana', 'openai', 'bangun', 'pusat', 'data', 'ai', 'gelontorkan', 'usd', 'miliar']",video rencana openai bangun pusat data ai gelontor usd miliar
benq rilis proyektor pintar dengan sertifikasi tkdn,Teknologi,"['benq', 'rilis', 'proyektor', 'pintar', 'sertifikasi', 'tkdn']",benq rilis proyektor pintar sertifikasi tkdn
prabowo mau percepat penyampaian pelajaran di sekolah pakai teknologi,Teknologi,"['prabowo', 'percepat', 'penyampaian', 'pelajaran', 'sekolah', 'pakai', 'teknologi']",prabowo cepat sampai ajar sekolah pakai teknologi
ambisi donald trump mau kuasai  saham tiktok,Teknologi,"['ambisi', 'donald', 'trump', 'kuasai', 'saham', 'tiktok']",ambisi donald trump kuasa saham tiktok
instagram siapkan aplikasi editing video pesaing capcut,Teknologi,"['instagram', 'siapkan', 'aplikasi', 'editing', 'video', 'pesaing', 'capcut']",instagram siap aplikasi editing video saing capcut
ketika ai makin berkuasa siapkah manusia,Teknologi,"['ai', 'berkuasa', 'siapkah', 'manusia']",ai kuasa siap manusia
video peluncuran double moonshot roket spacex bawa  wahana pendaratan bulan,Teknologi,"['video', 'peluncuran', 'double', 'moonshot', 'roket', 'spacex', 'bawa', 'wahana', 'pendaratan']",video luncur double moonshot roket spacex bawa wahana darat
jadi stafsus menkomdigi raline shah bilang begini soal karier di dunia hiburan,Teknologi,"['stafsus', 'menkomdigi', 'raline', 'shah', 'bilang', 'karier', 'dunia', 'hiburan']",stafsus menkomdigi raline shah bilang karier dunia hibur
apa itu koin jagat yang lagi bikin heboh,Teknologi,"['koin', 'jagat', 'bikin', 'heboh']",koin jagat bikin heboh
berkah ai tsmc raup rp  triliun dalam  bulan,Teknologi,"['berkah', 'ai', 'tsmc', 'raup', 'rp', 'triliun']",berkah ai tsmc raup rp triliun
petinggi apple temui airlangga ini yang dibahas,Teknologi,"['petinggi', 'apple', 'temui', 'airlangga', 'dibahas']",petinggi apple temu airlangga bahas
video mengulik cara kerja dispenser makanan kucing milik ananda arief,Teknologi,"['video', 'mengulik', 'kerja', 'dispenser', 'makanan', 'kucing', 'milik', 'ananda', 'arief']",video ulik kerja dispenser makan kucing milik ananda arief
video sejumlah perangkat nvidia terbaru pelatihan robotchip game baru,Teknologi,"['video', 'perangkat', 'nvidia', 'terbaru', 'pelatihan', 'robotchip', 'game']",video perangkat nvidia baru latih robotchip game
video perusahaan teknologi saling unjuk gigi inovasi di ces  las vegas,Teknologi,"['video', 'perusahaan', 'teknologi', 'unjuk', 'gigi', 'inovasi', 'ces', 'las', 'vegas']",video usaha teknologi unjuk gigi inovasi ces las vegas
garagara siri apple dihukum bayar denda rp  triliun,Teknologi,"['garagara', 'siri', 'apple', 'dihukum', 'bayar', 'denda', 'rp', 'triliun']",garagara siri apple hukum bayar denda rp triliun
setelah ai nvidia prediksi robotik bakalbooming,Teknologi,"['ai', 'nvidia', 'prediksi', 'robotik', 'bakalbooming']",ai nvidia prediksi robotik bakalbooming
video china bangun tembok besar tenaga surya untuk terangi beijing,Teknologi,"['video', 'china', 'bangun', 'tembok', 'tenaga', 'surya', 'terangi', 'beijing']",video china bangun tembok tenaga surya rang beijing
video pemanfaatan ai untuk pindai otak pengidap stroke,Teknologi,"['video', 'pemanfaatan', 'ai', 'pindai', 'otak', 'pengidap', 'stroke']",video manfaat ai pindai otak idap stroke
video rscm kenalkan inovasi genomik untuk kesehatan metabolik,Teknologi,"['video', 'rscm', 'kenalkan', 'inovasi', 'genomik', 'kesehatan', 'metabolik']",video rscm kenal inovasi genomik sehat metabolik
video melihat robot iron man kaist untuk bantu disabilitas,Teknologi,"['video', 'robot', 'iron', 'man', 'kaist', 'bantu', 'disabilitas']",video robot iron man kaist bantu disabilitas
infografis  langkah pakai ai biar hidup makin mudah,Teknologi,"['infografis', 'langkah', 'pakai', 'ai', 'biar', 'hidup', 'mudah']",infografis langkah pakai ai biar hidup mudah
waduh bocah  tahun ini tak sengaja pesan  ekor ayam goreng,Teknologi,"['bocah', 'sengaja', 'pesan', 'ekor', 'ayam', 'goreng']",bocah sengaja pesan ekor ayam goreng
para ilmuwan terkemuka ini pindah ke china di ,Teknologi,"['ilmuwan', 'terkemuka', 'pindah', 'china']",ilmuwan muka pindah china
gokil china punya pulau sains untuk riset dan inovasi dunia,Teknologi,"['gokil', 'china', 'pulau', 'sains', 'riset', 'inovasi', 'dunia']",gokil china pulau sains riset inovasi dunia
penemuan made in china yang mengubah dunia,Teknologi,"['penemuan', 'made', 'in', 'china', 'mengubah', 'dunia']",temu made in china ubah dunia
google punya fitur ai baru untuk riset mendalam sudah coba belum,Teknologi,"['google', 'fitur', 'ai', 'riset', 'mendalam', 'coba']",google fitur ai riset dalam coba
as dan china sepakati perjanjian baru soal sains banyak syaratnya,Teknologi,"['as', 'china', 'sepakati', 'perjanjian', 'sains', 'syaratnya']",as china sepakat janji sains syarat
china bangun detektor neutrino raksasa lacak partikel hantu,Teknologi,"['china', 'bangun', 'detektor', 'neutrino', 'raksasa', 'lacak', 'partikel', 'hantu']",china bangun detektor neutrino raksasa lacak partikel hantu
uber susul amazonmeta sumbang dana buat pesta pelantikan donald trump,Teknologi,"['uber', 'susul', 'amazonmeta', 'sumbang', 'dana', 'pesta', 'pelantikan', 'donald', 'trump']",uber susul amazonmeta sumbang dana pesta lantik donald trump
ditekan as china makin kuat jadi negara paling inovatif di dunia,Teknologi,"['ditekan', 'as', 'china', 'kuat', 'negara', 'inovatif', 'dunia']",tekan as china kuat negara inovatif dunia
china dan as berebut zirkon australia untuk perkuat teknologi militer,Teknologi,"['china', 'as', 'berebut', 'zirkon', 'australia', 'perkuat', 'teknologi', 'militer']",china as rebut zirkon australia kuat teknologi militer
ilmuwan top peringatkan china salip as dalam sains dan teknologi,Teknologi,"['ilmuwan', 'top', 'peringatkan', 'china', 'salip', 'as', 'sains', 'teknologi']",ilmuwan top ingat china salip as sains teknologi
mendiktisaintek minta politeknik  industri kompak dorong stem di ri,Teknologi,"['mendiktisaintek', 'politeknik', 'industri', 'kompak', 'dorong', 'stem', 'ri']",mendiktisaintek politeknik industri kompak dorong stem ri
panas tubuh bisa hidupkan alat elektronik jadi alternatif pengganti baterai,Teknologi,"['panas', 'tubuh', 'hidupkan', 'alat', 'elektronik', 'alternatif', 'pengganti', 'baterai']",panas tubuh hidup alat elektronik alternatif ganti baterai
baterai ini tidak perlu diganti selama  tahun kok bisa,Teknologi,"['baterai', 'diganti']",baterai ganti
begini jurus kembangkan bisnis di era teknologi modern,Teknologi,"['jurus', 'kembangkan', 'bisnis', 'era', 'teknologi', 'modern']",jurus kembang bisnis era teknologi modern
video google perkenalkan gencast model ai untuk prakiraan cuaca,Teknologi,"['video', 'google', 'perkenalkan', 'gencast', 'model', 'ai', 'prakiraan', 'cuaca']",video google kenal gencast model ai prakira cuaca
tim cook bicara soal pensiun dari apple,Teknologi,"['tim', 'cook', 'bicara', 'pensiun', 'apple']",tim cook bicara pensiun apple
ini dia paradigma filsafat sains terhadap deras kemajuan ai,Teknologi,"['paradigma', 'filsafat', 'sains', 'deras', 'kemajuan', 'ai']",paradigma filsafat sains deras maju ai
rosan roeslani minta apple berinvestasi rp  triliun di indonesia,Teknologi,"['rosan', 'roeslani', 'apple', 'berinvestasi', 'rp', 'triliun', 'indonesia']",ros roeslani apple investasi rp triliun indonesia
rosan minta apple investasi rp  t di ri kasih waktu  minggu,Teknologi,"['rosan', 'apple', 'investasi', 'rp', 't', 'ri', 'kasih', 'minggu']",ros apple investasi rp t ri kasih minggu
kecerdasan buatan di industri musik ancaman atau anugerah bagi musisi,Teknologi,"['kecerdasan', 'buatan', 'industri', 'musik', 'ancaman', 'anugerah', 'musisi']",cerdas buat industri musik ancam anugerah musisi
cerita luhut risau pikirkan nasib ri usai nonton film robot,Teknologi,"['cerita', 'luhut', 'risau', 'pikirkan', 'nasib', 'ri', 'nonton', 'film', 'robot']",cerita luhut risau pikir nasib ri nonton film robot
paragoncorp gelar beauty science and tech  di main atrium senayan city,Teknologi,"['paragoncorp', 'gelar', 'beauty', 'science', 'and', 'tech', 'main', 'atrium', 'senayan', 'city']",paragoncorp gelar beauty science and tech main atrium senayan city
video pertemuan tertutup mark zuckerberg dan donald trump bahas apa,Teknologi,"['video', 'pertemuan', 'tertutup', 'mark', 'zuckerberg', 'donald', 'trump', 'bahas']",video temu tutup mark zuckerberg donald trump bahas
video teknologi ai dimanfaatkan jadi pelatih olahraga,Teknologi,"['video', 'teknologi', 'ai', 'dimanfaatkan', 'pelatih', 'olahraga']",video teknologi ai manfaat latih olahraga
video kerja sama global nvidia bakal berlanjut di bawah pemerintahan trump,Teknologi,"['video', 'kerja', 'global', 'nvidia', 'berlanjut', 'pemerintahan', 'trump']",video kerja global nvidia lanjut perintah trump
champion program mit reap salman subakat ri butuh wirausahawan berbasis inovasi,Teknologi,"['champion', 'program', 'mit', 'reap', 'salman', 'subakat', 'ri', 'butuh', 'wirausahawan', 'berbasis', 'inovasi']",champion program mit reap salman subakat ri butuh wirausahawan bas inovasi
soal phk karyawan bfi finance sebut beberapa posisi diganti teknologi,Teknologi,"['phk', 'karyawan', 'bfi', 'finance', 'posisi', 'diganti', 'teknologi']",phk karyawan bfi finance posisi ganti teknologi
coding  ai diajarkan sejak sd pakar materi harus sesuai perkembangan anak,Teknologi,"['coding', 'ai', 'diajarkan', 'sd', 'pakar', 'materi', 'sesuai', 'perkembangan', 'anak']",coding ai ajar sd pakar materi sesuai kembang anak
ada teknologi di setiap program prioritas kemendikdasmen ini penerapannya,Teknologi,"['teknologi', 'program', 'prioritas', 'kemendikdasmen', 'penerapannya']",teknologi program prioritas kemendikdasmen terap
ai dipredikasi hasilkan jutaan ton sampah elektronik ilmuwan beri peringatan,Teknologi,"['ai', 'dipredikasi', 'hasilkan', 'jutaan', 'ton', 'sampah', 'elektronik', 'ilmuwan', 'peringatan']",ai dipredikasi hasil juta ton sampah elektronik ilmuwan ingat
video cerita para peneliti wanita ri riset jamurai deteksi kerentanan gempa,Teknologi,"['video', 'cerita', 'peneliti', 'wanita', 'ri', 'riset', 'jamurai', 'deteksi', 'kerentanan', 'gempa']",video cerita teliti wanita ri riset jamurai deteksi rentan gempa
peran teknologi atasi masalah orang tanpa kewarganegaraan di thailand,Teknologi,"['peran', 'teknologi', 'atasi', 'orang', 'kewarganegaraan', 'thailand']",peran teknologi atas orang kewarganegaraan thailand
video samsung galaxy ring dirilis di indonesia begini penampakannya,Teknologi,"['video', 'samsung', 'galaxy', 'ring', 'dirilis', 'indonesia', 'penampakannya']",video samsung galaxy ring rilis indonesia tampak
 pm serial horor supranatural dan teknologi dibintangi mawar de jonghgiorgino,Teknologi,"['pm', 'serial', 'horor', 'supranatural', 'teknologi', 'dibintangi', 'mawar', 'de', 'jonghgiorgino']",pm serial horor supranatural teknologi bintang mawar de jonghgiorgino
